epoch,loss,lr,val_loss
82,8.88634895090945e-05,3.125e-05,9.020769357448444e-05
83,8.776243339525536e-05,1.5625e-05,8.950600022217259e-05
84,8.735326264286414e-05,1.5625e-05,8.87286732904613e-05
85,8.719039033167064e-05,1.5625e-05,8.895215432858095e-05
86,8.687109948368743e-05,1.5625e-05,8.875648200046271e-05
87,8.68118877406232e-05,1.5625e-05,8.829123544273898e-05
88,8.643566252430901e-05,1.5625e-05,8.818640344543383e-05
89,8.617325511295348e-05,1.5625e-05,8.7674219685141e-05
90,8.607414201833308e-05,1.5625e-05,8.742253703530878e-05
91,8.536929090041667e-05,1e-05,8.707577217137441e-05
92,8.520857227267697e-05,1e-05,8.716094453120604e-05
93,8.507519669365138e-05,1e-05,8.78357095643878e-05
94,8.498564420733601e-05,1e-05,8.653294935356826e-05
95,8.460117533104494e-05,1e-05,8.631821401650086e-05
96,8.449387678410858e-05,1e-05,8.619631989859045e-05
97,8.423905819654465e-05,1e-05,8.57804698171094e-05
98,8.405029075220227e-05,1e-05,8.57804188854061e-05
99,8.41520304675214e-05,1e-05,8.649614755995572e-05
100,8.382691885344684e-05,1e-05,8.540858834749088e-05
101,8.353657176485285e-05,1e-05,8.52888697409071e-05
102,8.332988363690674e-05,1e-05,8.4939572843723e-05
103,8.307546522701159e-05,1e-05,8.468183659715578e-05
104,8.280067413579673e-05,1e-05,8.412081660935655e-05
105,8.260046161012724e-05,1e-05,8.433684706687927e-05
106,8.249811799032614e-05,1e-05,8.427144348388538e-05
107,8.226267527788877e-05,1e-05,8.362933294847608e-05
108,8.193706889869645e-05,1e-05,8.359160710824654e-05
109,8.178144344128668e-05,1e-05,8.323736255988479e-05
110,8.148866618284956e-05,1e-05,8.37231709738262e-05
111,8.160107245203108e-05,1e-05,8.336938481079414e-05
112,8.108216570690274e-05,1e-05,8.297132444567978e-05
113,8.0974874435924e-05,1e-05,8.265745418611914e-05
114,8.062572305789217e-05,1e-05,8.198920841095969e-05
115,8.033136691665277e-05,1e-05,8.12558428151533e-05
116,7.993054168764502e-05,1e-05,8.114230149658397e-05
117,7.967058627400547e-05,1e-05,8.09789271443151e-05
118,7.972514868015423e-05,1e-05,8.154648094205186e-05
119,7.928246486699209e-05,1e-05,8.101187268039212e-05
120,7.893010479165241e-05,1e-05,8.042719855438918e-05
121,7.888339314376935e-05,1e-05,8.018182415980846e-05
122,7.85995798651129e-05,1e-05,7.971188460942358e-05
123,7.82510542194359e-05,1e-05,7.95567684690468e-05
124,7.801480387570336e-05,1e-05,7.921722863102332e-05
125,7.778530562063679e-05,1e-05,7.940089562907815e-05
126,7.758849096717313e-05,1e-05,7.965286931721494e-05
127,7.749807264190167e-05,1e-05,7.934166205814108e-05
128,7.749371434329078e-05,1e-05,7.816716970410198e-05
129,7.655501394765452e-05,1e-05,7.822152838343754e-05
130,7.652956992387772e-05,1e-05,7.77081077103503e-05
131,7.608610758325085e-05,1e-05,7.75513326516375e-05
132,7.584068953292444e-05,1e-05,7.768755313009024e-05
133,7.584352715639398e-05,1e-05,7.67878009355627e-05
134,7.542400271631777e-05,1e-05,7.660325354663655e-05
135,7.526384433731437e-05,1e-05,7.657518290216103e-05
136,7.492289296351373e-05,1e-05,7.809476664988324e-05
137,7.517656194977462e-05,1e-05,7.625174475833774e-05
138,7.463929068762809e-05,1e-05,7.584023842355236e-05
139,7.426502997986972e-05,1e-05,7.679054397158325e-05
140,7.408436795230955e-05,1e-05,7.549786823801696e-05
141,7.36155197955668e-05,1e-05,7.473006553482264e-05
142,7.33532287995331e-05,1e-05,7.504460518248379e-05
143,7.366565114352852e-05,1e-05,7.47615922591649e-05
144,7.299503340618685e-05,1e-05,7.428703975165263e-05
145,7.298037962755188e-05,1e-05,7.512835873058066e-05
146,7.26396610843949e-05,1e-05,7.344379264395684e-05
147,7.235834345920011e-05,1e-05,7.352905231527984e-05
148,7.253676449181512e-05,1e-05,7.405210635624826e-05
149,7.213128264993429e-05,1e-05,7.37142690923065e-05
